"Fap3","annee","Pourcentage","Horaire_atypique","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"T0Z60","2017-2019",5.76,"Travail le dimanche","T0Z60","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T2A60","2017-2019",46.45,"Travail le samedi","T2A60","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","2017-2019",5.96,"Travail de nuit","T2A60","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","2017-2019",35.16,"Travail le dimanche","T2A60","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2B60","2017-2019",15.45,"Travail le samedi","T2B60","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B60","2017-2019",7.25,"Travail de nuit","T2B60","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B60","2017-2019",9.63,"Travail le dimanche","T2B60","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2Z","2017-2019",NA,"Travail le samedi","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","2017-2019",NA,"Travail de nuit","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","2017-2019",NA,"Travail le dimanche","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",NA,"Travail le samedi","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",NA,"Travail de nuit","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",NA,"Travail le dimanche","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T6Z61","2017-2019",59.9,"Travail le samedi","T6Z61","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"T6Z61","2017-2019",11.1,"Travail de nuit","T6Z61","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"T6Z61","2017-2019",26.93,"Travail le dimanche","T6Z61","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"M1Z80","2017-2019",12.85,"Travail le samedi","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","2017-2019",3.46,"Travail de nuit","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","2017-2019",7.21,"Travail le dimanche","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",14.18,"Travail le samedi","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",3.85,"Travail de nuit","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",6.89,"Travail le dimanche","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z80","2017-2019",38.38,"Travail le samedi","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","2017-2019",0.36,"Travail de nuit","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","2017-2019",1.68,"Travail le dimanche","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",25.56,"Travail le samedi","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",0.37,"Travail de nuit","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",1.64,"Travail le dimanche","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"M1Z81","2017-2019",15.38,"Travail le samedi","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","2017-2019",4.21,"Travail de nuit","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","2017-2019",6.6,"Travail le dimanche","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z81","2017-2019",15.68,"Travail le samedi","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","2017-2019",0.37,"Travail de nuit","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","2017-2019",1.61,"Travail le dimanche","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"E2Z70","2017-2019",26.88,"Travail le samedi","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","2017-2019",23.13,"Travail de nuit","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","2017-2019",19.5,"Travail le dimanche","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"L4Z80","2017-2019",12.14,"Travail le samedi","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","2017-2019",1.77,"Travail de nuit","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","2017-2019",4.83,"Travail le dimanche","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",10.72,"Travail le samedi","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",1.61,"Travail de nuit","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",4.38,"Travail le dimanche","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",7.98,"Travail le samedi","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",1.32,"Travail de nuit","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",3.52,"Travail le dimanche","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"J5Z80","2017-2019",46.79,"Travail le samedi","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","2017-2019",15.3,"Travail de nuit","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","2017-2019",26.31,"Travail le dimanche","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","2017-2019",13.5,"Travail le samedi","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","2017-2019",8.81,"Travail de nuit","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","2017-2019",5.16,"Travail le dimanche","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","2017-2019",16.7,"Travail le samedi","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","2017-2019",8.95,"Travail de nuit","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","2017-2019",9.69,"Travail le dimanche","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"A2Z70","2017-2019",32.62,"Travail le samedi","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","2017-2019",6.35,"Travail de nuit","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","2017-2019",18.12,"Travail le dimanche","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"C2Z","2017-2019",15.68,"Travail le samedi","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","2017-2019",9.21,"Travail de nuit","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","2017-2019",9.29,"Travail le dimanche","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"G1Z","2017-2019",24.5,"Travail le samedi","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","2017-2019",11.53,"Travail de nuit","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","2017-2019",12.75,"Travail le dimanche","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","2017-2019",25.76,"Travail le samedi","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","2017-2019",14.63,"Travail de nuit","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","2017-2019",13.68,"Travail le dimanche","Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z","2017-2019",31.35,"Travail le samedi","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","2017-2019",25.13,"Travail de nuit","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","2017-2019",20.84,"Travail le dimanche","Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"D6Z","2017-2019",17.88,"Travail le samedi","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","2017-2019",8.19,"Travail de nuit","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","2017-2019",7.7,"Travail le dimanche","Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"F5Z","2017-2019",13.48,"Travail le samedi","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","2017-2019",6.17,"Travail de nuit","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","2017-2019",4.79,"Travail le dimanche","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"B6Z","2017-2019",19.14,"Travail le samedi","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","2017-2019",6.33,"Travail de nuit","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","2017-2019",7.55,"Travail le dimanche","Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"A2Z","2017-2019",30.53,"Travail le samedi","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","2017-2019",7.38,"Travail de nuit","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","2017-2019",16.99,"Travail le dimanche","Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"B6Z71","2017-2019",25.95,"Travail le samedi","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","2017-2019",7.17,"Travail de nuit","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","2017-2019",10.07,"Travail le dimanche","Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"G1Z71","2017-2019",22.45,"Travail le samedi","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","2017-2019",7.76,"Travail de nuit","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","2017-2019",11.23,"Travail le dimanche","Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"V3Z70","2017-2019",60.26,"Travail le samedi","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","2017-2019",10.23,"Travail de nuit","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","2017-2019",15.22,"Travail le dimanche","Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"Ensemble","2017-2019",38.82,"Travail le samedi","Tous métiers","Y","Tous métiers",NA,NA
"Ensemble","2017-2019",9.41,"Travail de nuit","Tous métiers","Y","Tous métiers",NA,NA
"Ensemble","2017-2019",21.3,"Travail le dimanche","Tous métiers","Y","Tous métiers",NA,NA
"J","2017-2019",37.05,"Travail le samedi","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","2017-2019",18.76,"Travail de nuit","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","2017-2019",17.73,"Travail le dimanche","Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"D2Z41","2017-2019",NA,"Travail le samedi","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","2017-2019",NA,"Travail de nuit","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","2017-2019",NA,"Travail le dimanche","Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"R1Z67","2017-2019",39.65,"Travail le samedi","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","2017-2019",1.72,"Travail de nuit","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","2017-2019",10.76,"Travail le dimanche","Télévendeurs","R","Commerce","R1Z","Vendeurs"
"V0Z60","2017-2019",60.29,"Travail le samedi","V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","2017-2019",15.46,"Travail de nuit","V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","2017-2019",55.6,"Travail le dimanche","V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"R1Z","2017-2019",73.84,"Travail le samedi","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","2017-2019",2.31,"Travail de nuit","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","2017-2019",22.52,"Travail le dimanche","Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",75.06,"Travail le samedi","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",0.91,"Travail de nuit","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z61","2017-2019",14.83,"Travail le dimanche","Vendeurs en ameublement, équipement du foyer, bricolage","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",20.21,"Travail le samedi","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",0.14,"Travail de nuit","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z63","2017-2019",1.01,"Travail le dimanche","Vendeurs en gros de matériel et équipements","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",83.23,"Travail le samedi","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",0.75,"Travail de nuit","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z62","2017-2019",21.02,"Travail le dimanche","Vendeurs en habillement et accessoires, articles de luxe, de sport, de loisirs et culturels","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",75.25,"Travail le samedi","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",3.71,"Travail de nuit","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z60","2017-2019",40.61,"Travail le dimanche","Vendeurs en produits alimentaires","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",85.48,"Travail le samedi","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",4.87,"Travail de nuit","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"R1Z66","2017-2019",20.68,"Travail le dimanche","Vendeurs généralistes","R","Commerce","R1Z","Vendeurs"
"A1Z01","2017-2019",73.2,"Travail le samedi","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","2017-2019",5.68,"Travail de nuit","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z01","2017-2019",35.35,"Travail le dimanche","Viticulteurs, arboriculteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",22.16,"Travail le samedi","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",1.22,"Travail de nuit","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z42","2017-2019",3.86,"Travail le dimanche","Viticulteurs, arboriculteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"V2Z92","2017-2019",81.57,"Travail le samedi","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","2017-2019",33.75,"Travail de nuit","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z92","2017-2019",54.89,"Travail le dimanche","Vétérinaires","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"W1Z80","2017-2019",39.84,"Travail le samedi","W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","2017-2019",4.07,"Travail de nuit","W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","2017-2019",13.93,"Travail le dimanche","W1Z80","W","Enseignement, formation","W1Z","Formateurs"
"ZZZZZ","2017-2019",41.93,"Travail le samedi","ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","2017-2019",10.33,"Travail de nuit","ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","2017-2019",23.86,"Travail le dimanche","ZZZZZ","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"U1Z92","2017-2019",NA,"Travail le samedi","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","2017-2019",NA,"Travail de nuit","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z92","2017-2019",NA,"Travail le dimanche","Écrivains","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"B4Z43","2017-2019",27.8,"Travail le samedi","Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","2017-2019",4.23,"Travail de nuit","Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z43","2017-2019",8.24,"Travail le dimanche","Électriciens du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"C","2017-2019",14.81,"Travail le samedi","Électricité, électronique","C","Électricité, électronique",NA,NA
"C","2017-2019",11.71,"Travail de nuit","Électricité, électronique","C","Électricité, électronique",NA,NA
"C","2017-2019",7.85,"Travail le dimanche","Électricité, électronique","C","Électricité, électronique",NA,NA
"A0Z01","2017-2019",95.96,"Travail le samedi","Éleveurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z01","2017-2019",19.03,"Travail de nuit","Éleveurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z01","2017-2019",93.36,"Travail le dimanche","Éleveurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z41","2017-2019",55.32,"Travail le samedi","Éleveurs salariés","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z41","2017-2019",8.48,"Travail de nuit","Éleveurs salariés","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z41","2017-2019",43.7,"Travail le dimanche","Éleveurs salariés","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"N","2017-2019",23.99,"Travail le samedi","Études et recherche","N","Études et recherche",NA,NA
"N","2017-2019",6.4,"Travail de nuit","Études et recherche","N","Études et recherche",NA,NA
"N","2017-2019",15.61,"Travail le dimanche","Études et recherche","N","Études et recherche",NA,NA
