"fap","tr_age","annee_2017_2019","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"P4Z80","60 ans ou plus",0.25907,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"H0Z91","15-24 ans",2.68881,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","25-29 ans",7.6179,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","30-34 ans",6.22925,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","35-39 ans",10.42463,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","40-44 ans",11.51989,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","45-49 ans",10.91349,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","50-54 ans",9.67654,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","55-59 ans",7.62457,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","60 ans ou plus",2.8341,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"R0Z61","15-24 ans",52.09797,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","25-29 ans",24.24457,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","30-34 ans",18.57806,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","35-39 ans",15.27085,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","40-44 ans",21.52172,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","45-49 ans",22.5886,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","50-54 ans",20.31564,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","55-59 ans",13.95331,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","60 ans ou plus",5.35228,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","15-24 ans",69.56909,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","25-29 ans",41.14543,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","30-34 ans",36.31104,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","35-39 ans",27.44934,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","40-44 ans",33.23175,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","45-49 ans",37.20887,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","50-54 ans",30.00745,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","55-59 ans",22.90736,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","60 ans ou plus",7.38753,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"G0B40","15-24 ans",4.01542,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","25-29 ans",5.36816,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","30-34 ans",6.61728,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","35-39 ans",7.10194,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","40-44 ans",3.47941,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","45-49 ans",3.27229,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","50-54 ans",5.22593,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","55-59 ans",4.33559,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","60 ans ou plus",1.27172,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"S0Z41","15-24 ans",1.15875,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","25-29 ans",1.38957,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","30-34 ans",0.41772,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","35-39 ans",2.34406,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","40-44 ans",0.7977,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","45-49 ans",1.5855,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","50-54 ans",2.10179,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","55-59 ans",2.88724,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","60 ans ou plus",0.37572,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B2Z43","15-24 ans",3.11091,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","25-29 ans",5.48781,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","30-34 ans",6.37911,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","35-39 ans",2.37344,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","40-44 ans",2.64862,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","45-49 ans",2.27302,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","50-54 ans",1.59246,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","55-59 ans",1.6226,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","60 ans ou plus",0.29801,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","15-24 ans",1.15487,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","25-29 ans",0.93011,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","30-34 ans",1.06132,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","35-39 ans",2.58634,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","40-44 ans",2.01992,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","45-49 ans",1.69874,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","50-54 ans",1.60189,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","55-59 ans",1.43124,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","60 ans ou plus",0.28703,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"D2Z40","15-24 ans",6.80301,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","25-29 ans",6.96144,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","30-34 ans",14.91419,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","35-39 ans",11.14455,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","40-44 ans",8.89643,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","45-49 ans",12.32836,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","50-54 ans",13.56741,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","55-59 ans",13.45747,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","60 ans ou plus",4.43153,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"S1Z80","15-24 ans",0.6239,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","25-29 ans",4.31112,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","30-34 ans",2.90744,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","35-39 ans",4.70482,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","40-44 ans",5.56853,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","45-49 ans",4.48355,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","50-54 ans",5.911,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","55-59 ans",4.83535,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","60 ans ou plus",1.50206,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"B6Z73","15-24 ans",5.33827,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","25-29 ans",8.67349,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","30-34 ans",13.12921,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","35-39 ans",13.41768,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","40-44 ans",13.57023,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","45-49 ans",16.5851,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","50-54 ans",10.69222,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","55-59 ans",10.44836,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","60 ans ou plus",2.34044,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"N0Z91","15-24 ans",4.8279,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
