"Fap","annee","Pourcentage","Temps_travail","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"W","2017-2019",17.91,"Temps partiel","Enseignement, formation","W","Enseignement, formation",NA,NA
"V5Z00","2017-2019",12.16,"dont sous-emploi","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z00","2017-2019",84.2,"Temps complet travaillant plus de 40h par semaine","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z00","2017-2019",19.31,"Temps partiel","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"W1Z","2017-2019",16.23,"dont sous-emploi","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2017-2019",29.4,"Temps complet travaillant plus de 40h par semaine","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2017-2019",41.43,"Temps partiel","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","2017-2019",16.23,"dont sous-emploi","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","2017-2019",29.4,"Temps complet travaillant plus de 40h par semaine","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z80","2017-2019",41.43,"Temps partiel","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"L","2017-2019",3.59,"dont sous-emploi","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2017-2019",39.39,"Temps complet travaillant plus de 40h par semaine","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2017-2019",17.65,"Temps partiel","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"U1Z82","2017-2019",6.19,"dont sous-emploi","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2017-2019",44.57,"Temps complet travaillant plus de 40h par semaine","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2017-2019",17.51,"Temps partiel","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"B6Z70","2017-2019",0.93,"dont sous-emploi","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2017-2019",22.69,"Temps complet travaillant plus de 40h par semaine","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2017-2019",11.31,"Temps partiel","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"S","2017-2019",8.32,"dont sous-emploi","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2017-2019",42.83,"Temps complet travaillant plus de 40h par semaine","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2017-2019",21.96,"Temps partiel","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"E","2017-2019",2.21,"dont sous-emploi","Industries de process","E","Industries de process",NA,NA
"E","2017-2019",25.69,"Temps complet travaillant plus de 40h par semaine","Industries de process","E","Industries de process",NA,NA
"E","2017-2019",6.53,"Temps partiel","Industries de process","E","Industries de process",NA,NA
"V1Z80","2017-2019",2.62,"dont sous-emploi","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2017-2019",35.72,"Temps complet travaillant plus de 40h par semaine","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2017-2019",21.36,"Temps partiel","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",2.63,"dont sous-emploi","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",35.6,"Temps complet travaillant plus de 40h par semaine","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",21.59,"Temps partiel","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"M","2017-2019",0.64,"dont sous-emploi","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","2017-2019",49.52,"Temps complet travaillant plus de 40h par semaine","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","2017-2019",5.77,"Temps partiel","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M2Z","2017-2019",0.27,"dont sous-emploi","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","2017-2019",63.09,"Temps complet travaillant plus de 40h par semaine","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","2017-2019",5.3,"Temps partiel","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z92","2017-2019",0.51,"dont sous-emploi","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","2017-2019",68.8,"Temps complet travaillant plus de 40h par semaine","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","2017-2019",6.51,"Temps partiel","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"B7Z91","2017-2019",0.34,"dont sous-emploi","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","2017-2019",71.99,"Temps complet travaillant plus de 40h par semaine","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","2017-2019",3.82,"Temps partiel","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"M2Z91","2017-2019",1.13,"dont sous-emploi","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","2017-2019",65.61,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","2017-2019",5.51,"Temps partiel","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"N0Z90","2017-2019",1.54,"dont sous-emploi","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","2017-2019",77.66,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","2017-2019",6.09,"Temps partiel","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"M2Z90","2017-2019",0.24,"dont sous-emploi","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","2017-2019",62.61,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","2017-2019",5.44,"Temps partiel","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z90","2017-2019",0.28,"dont sous-emploi","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","2017-2019",78.34,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","2017-2019",1.72,"Temps partiel","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H","2017-2019",0.34,"dont sous-emploi","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","2017-2019",73.81,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","2017-2019",3.78,"Temps partiel","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"J6Z92","2017-2019",0.2,"dont sous-emploi","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","2017-2019",83.68,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","2017-2019",1.2,"Temps partiel","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"M2Z92","2017-2019",0,"dont sous-emploi","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","2017-2019",67.16,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","2017-2019",3.35,"Temps partiel","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"R4Z91","2017-2019",0.3,"dont sous-emploi","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","2017-2019",82.19,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","2017-2019",2.05,"Temps partiel","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"H0Z","2017-2019",0.34,"dont sous-emploi","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","2017-2019",73.81,"Temps complet travaillant plus de 40h par semaine","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","2017-2019",3.78,"Temps partiel","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"A2Z90","2017-2019",0.62,"dont sous-emploi","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","2017-2019",76.38,"Temps complet travaillant plus de 40h par semaine","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","2017-2019",4.42,"Temps partiel","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"R3Z81","2017-2019",1.99,"dont sous-emploi","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","2017-2019",82.9,"Temps complet travaillant plus de 40h par semaine","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","2017-2019",9.37,"Temps partiel","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"U0Z81","2017-2019",15.63,"dont sous-emploi","Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","2017-2019",59.08,"Temps complet travaillant plus de 40h par semaine","Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
