"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"J3Z43","AU","Autres secteurs",58.12221,16.84914184832,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","HZ","Transports et entreposage",25.56073,88.5606839904803,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","CC","Travail du bois, industries du papier et imprimerie",1.0724,3.71556201686693,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z44","AU","Autres secteurs",2.22926,7.72375399265272,"Conducteurs sur rails et d'engins de traction","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"P1Z80","OZ","Administration publique",44.1544,98.3638037669471,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z80","AU","Autres secteurs",0.73447,1.63619623305287,"Contrôleurs des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"J4Z60","HZ","Transports et entreposage",5.85284,99.4096066308852,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z60","AU","Autres secteurs",0.03476,0.59039336911475,"Contrôleurs des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"B2Z44","FZ","Construction",42.67352,95.9599623387654,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z44","AU","Autres secteurs",1.79661,4.04003766123463,"Couvreurs","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S1Z","IZ","Hébergement et restauration",246.67932,66.2345193367175,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","QB","Hébergement médico-social et social et action sociale sans hébergement",35.53377,9.54097885534739,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","PZ","Enseignement",22.30615,5.98930272510368,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z","AU","Autres secteurs",67.91393,18.2351990828314,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","IZ","Hébergement et restauration",130.85976,58.7020498115125,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","QB","Hébergement médico-social et social et action sociale sans hébergement",25.76006,11.5556403684949,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","PZ","Enseignement",18.13337,8.13440272999573,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z40","AU","Autres secteurs",48.16877,21.6079070899969,"Cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"V2Z91","QA","Activités pour la santé humaine",35.75787,91.4811777010045,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z91","AU","Autres secteurs",3.32981,8.51882229899549,"Dentistes","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"B6Z72","FZ","Construction",8.95509,44.7715996424308,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",4.9486,24.7408722849835,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","GZ","Commerce ; réparation d'automobiles et de motocycles",1.75051,8.75179734542829,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z72","AU","Autres secteurs",4.34752,21.7357307271575,"Dessinateurs en bâtiment et en travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"D6Z71","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",12.74819,35.6846962017415,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","CK","Fabrication de machines et équipements n.c.a.",6.56449,18.3753012285956,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","CL","Fabrication de matériels de transport",5.25037,14.6968203640468,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z71","AU","Autres secteurs",11.16148,31.2431822056161,"Dessinateurs en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z71","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",2.83859,32.172361774303,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","FZ","Construction",2.4045,27.2524189426129,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","CJ","Fabrication d'équipements électriques",0.87946,9.96773231992946,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","AU","Autres secteurs",2.70052,30.6074869631545,"Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"W0Z91","PZ","Enseignement",36.58556,87.5470032989053,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","OZ","Administration publique",2.49559,5.97179395266097,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","AU","Autres secteurs",2.70847,6.4812027484337,"Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"L6Z","GZ","Commerce ; réparation d'automobiles et de motocycles",34.38654,18.8044225846176,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","FZ","Construction",26.90125,14.7110605793559,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","NZ","Activités de services administratifs et de soutien",15.62243,8.54319089732807,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","AU","Autres secteurs",105.95389,57.9413259386984,"Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","GZ","Commerce ; réparation d'automobiles et de motocycles",31.39205,19.6954933016168,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","FZ","Construction",25.26927,15.8540375038185,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","NZ","Activités de services administratifs et de soutien",15.01697,9.42170492355806,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","AU","Autres secteurs",87.70868,55.0287642710066,"Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"V4Z83","QB","Hébergement médico-social et social et action sociale sans hébergement",198.24227,77.1321990054869,"Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z83","OZ","Administration publique",22.89092,8.90641030724013,"Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z83","QA","Activités pour la santé humaine",9.86778,3.83936065049277,"Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z83","AU","Autres secteurs",26.01526,10.1220300367802,"Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"L2Z","GZ","Commerce ; réparation d'automobiles et de motocycles",59.74682,17.0709643328145,"Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"L2Z","NZ","Activités de services administratifs et de soutien",39.0665,11.1621476776153,"Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"L2Z","SZ","Autres activités de services",24.58499,7.02446569394992,"Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"L2Z","AU","Autres secteurs",226.59258,64.7424222956203,"Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"P0Z","OZ","Administration publique",318.96391,48.7628713384113,"Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z","HZ","Transports et entreposage",124.87764,19.0911639262399,"Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z","QA","Activités pour la santé humaine",64.89615,9.92125602174942,"Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z","AU","Autres secteurs",145.37454,22.2247087135994,"Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"S2Z60","IZ","Hébergement et restauration",87.80292,94.2381714367162,"Employés de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z60","AU","Autres secteurs",5.36837,5.76182856328382,"Employés de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"P0Z62","HZ","Transports et entreposage",123.65621,94.0336962124232,"Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z62","JB","Télécommunications",4.04368,3.07499458943672,"Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z62","AU","Autres secteurs",3.80213,2.89130919814007,"Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"Q0Z","KZ","Activités financières et d'assurance",174.44885,75.1743262965621,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z","OZ","Administration publique",48.14848,20.7483714922941,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z","AU","Autres secteurs",9.46175,4.07730221114382,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","KZ","Activités financières et d'assurance",174.44885,75.1743262965621,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","OZ","Administration publique",48.14848,20.7483714922941,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","AU","Autres secteurs",9.46175,4.07730221114382,"Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"L1Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",79.34084,27.9233195893211,"Employés de la comptabilité","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
